車種名,モデル,グレード,支払総額,年式,走行距離,修復歴,ミッション,排気量,取得日時,ソースURL
RC,情報なし,300 Fスポーツ 326Powerエアロ　TWS20インチAW,355万円,2018(H30),3万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.205058,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h ナビ Bカメラ 革シート ドラレコ,261.5万円,2015(H27),5.2万km,なし,フロアMTモード付CVT,3500CC,2025-06-17T12:22:55.207052,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ SR プリクラッシュS RCC 白革 ナビ Bカメラ,429.8万円,2020(R02),2.2万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.207052,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300 Fスポーツ 禁煙車 マークレビンソン ムー,424.9万円,2021(R03),5.5万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.209734,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300 Fスポーツ 後期 1オーナー TRDエアロマフラー 黒革,449.9万円,2021(R03),2.5万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.210783,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ 赤革シート メーカーナビ パドルシフト ETC,234.9万円,2015(H27),10.5万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.211910,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ プリクラッシュ クリアランスソナー 禁煙車,238.9万円,2015(H27),7.4万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.212949,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 Fスポーツ 純正19AW 黒革　クルコン　3眼LED Bカメラ,289万円,2015(H27),3.4万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:55.215084,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300 Fスポーツ 後期 サンルーフ オレンジキャリパー 白革,389.9万円,2019(R01),3.4万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.216125,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300 バージョンL レクサスセーフティ 純正ナビTV Bカメラ,315.8万円,2018(H30),4万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.217164,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ ムーンルーフ/赤革/純正ナビ/TV/Bカメラ,327.8万円,2017(H29),2.9万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.218708,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 Fスポーツ プリクラッシュセーフティシステム,263.9万円,2015(H27),8万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:55.219798,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300 Fスポーツ サンルーフ　黒革シート　3眼LEDライト,419万円,2019(R01),2万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.220844,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ 赤本革 3眼LEDヘッド 衝突軽減 禁煙車 BSM,282.7万円,2017(H29),7.5万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.221894,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ BSM　クルーズコントロール,333.2万円,2015(H27),2.8万km,なし,フロアCVT,2500CC,2025-06-17T12:22:55.222941,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 Fスポーツ 赤革シート　　本アルミインパネ加飾,417.6万円,2021(R03),4.2万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:55.225039,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ 純正ナビ Bカメラ 三眼LED BSM ETC 禁煙車,289.8万円,2016(H28),6.3万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.226086,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ SR　角型3眼LEDライト　BSM　ソナー　黒革,396.5万円,2020(R02),7万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.227219,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ オレンジブレーキキャリパームーンルーフ,469.4万円,2022(R04),3.9万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.228772,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 Fスポーツ 後期 白革 3眼LED 10.3型ナビ Bカメラ TSS,447.6万円,2019(H31),1.5万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:55.229888,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ メーカーナビ バックカメラ,309.9万円,2015(H27),3.2万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.231063,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ 赤革シート 3眼LEDライト フルセグTV,434.8万円,2020(R02),3万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:55.232113,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h ナビ　Bカメラ　ETC　ドラレコ　LED,287.4万円,2015(H27),6.4万km,なし,フロアCVT,2500CC,2025-06-17T12:22:55.234209,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ BSM プリクラッシュ オレンジキャリパー,297.9万円,2016(H28),3万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.235427,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 バージョンL 全国3年保証付 サンルーフ オーカー本革,420.3万円,2019(H31),3万km,なし,フロア8AT,3500CC,2025-06-17T12:22:55.236475,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ ナビ　ETC,259.2万円,2017(H29),8.8万km,なし,フロア8AT,2000CC,2025-06-17T12:22:55.237522,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,350 Fスポーツ ムーンルーフ 白革 三眼 橙キャリパー BSM,566万円,2023(R05),1万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:55.238522,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ 禁煙 ベンチレーション BSM 赤革,305.9万円,2016(H28),3.9万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.240126,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,200t Fスポーツ 純正ナビ サンルーフ 赤革 3眼LED ETC2.0,299.8万円,2016(H28),6.6万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:55.241415,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ 純正ナビ 衝突軽減 ドラレコ クルコン ETC,279.8万円,2015(H27),8.4万km,なし,フロアCVT,2500CC,2025-06-17T12:22:55.242558,https://www.carsensor.net/usedcar/index.html?STID=CS210610&AR=&BRDC=&CARC=LE_S015&NINTEI=&CSHOSHO=
RC,情報なし,300h Fスポーツ ムーンルーフ 角型LEDヘッド　黒革シート,295.9万円,2015(H27),5万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.025438,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ ムーンルーフ 純正ナビ シートヒーター,359.9万円,2018(H30),5万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.026630,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300 Fスポーツ 赤本革・マークレビンソン・サンルーフ,439.5万円,2020(R02),2.3万km,なし,フロア8AT,2000CC,2025-06-17T12:22:57.028726,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300 Fスポーツ 衝突軽減　BSM　革S　前後ドラレコ　禁煙車,467万円,2021(R03),3.7万km,なし,フロア8AT,2000CC,2025-06-17T12:22:57.028726,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,350 Fスポーツ メカOP純正SDナビ マクレビ クルコン ETC,399.8万円,2019(H31),5.9万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:57.029994,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,350 Fスポーツ サンルーフ 三眼LED オレンジキャリパー,706.4万円,2025(R07),180km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:57.032510,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 赤革 純正ナビ Bカメラ  レーダークルコン,287.7万円,2015(H27),7.2万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.033657,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 衝突被害 本革シート パドルシフト電動リア,314.8万円,2015(H27),5.4万km,なし,フロアCVT,2500CC,2025-06-17T12:22:57.033657,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 3眼LED/レーダークルーズ/7型ナビ/Bカメラ,279.9万円,2016(H28),7万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.036181,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,200t Fスポーツ 3眼LED TRDマフラー 本革エアシート,289万円,2017(H29),6.4万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:57.037224,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300 Fスポーツ サンルーフ　黒革　19インチAW 3眼LED,409万円,2018(H30),3.2万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:57.038731,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,200t バージョンL サンルーフ 3眼LED 本革エアシート,315万円,2016(H28),3.3万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:57.039806,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300 Fスポーツ 後期マークレビンソン赤革3眼LEDプリクラッ,364.3万円,2018(H30),3.9万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:57.040863,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 三眼　オレンジキャリパー　赤革　ベンチレ,437.8万円,2020(R02),4.4万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.041910,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 3眼LED サンルーフ 本アルミ名栗調パネル,581万円,2023(R05),0.6万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.042957,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 赤革シート 三眼LED ドライブレコーダー,437.9万円,2019(H31),3.1万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.045054,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 禁煙 黒革 純正ナビ SR ベンチレーション,419.8万円,2018(H30),4.3万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.046487,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ シートヒーター&ベンチレーション 3眼LED,298.8万円,2015(H27),5.9万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.047600,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,350 Fスポーツ ムーンルーフ TRDフルエアロ　赤革シート,465.9万円,2021(R03),5.1万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:57.048593,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ マークレビンソンサウンド　ETC,446万円,2020(R02),6万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.049713,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 3眼LED サンルーフ 本革エアシート,290万円,2015(H27),9万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.050929,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 純正ナビ フルセグ 赤革シート ドラレコ,319.8万円,2014(H26),6.3万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.051976,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,350 Fスポーツ TRDエアロマフラー　SR　3眼LED　BSM,471万円,2020(R02),6.5万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:57.053111,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 赤本革・三眼LED・シートヒーター,402.6万円,2016(H28),0.6万km,なし,フロアCVT,2500CC,2025-06-17T12:22:57.055671,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ サンルーフ マクレビ 三眼LED パドルシフト,550.5万円,2020(R02),1.8万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.056725,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ 禁煙 バックカメラ クルーズコントロール,328.8万円,2015(H27),4.8万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.057777,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ マクレビ ムーンルーフ BSM 角型LEDヘッド,354.9万円,2014(H26),5.7万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.059320,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ OBD診断済/2本新品タイヤ/角型LEDヘッド,289万円,2018(H30),7.4万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:57.059320,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,200t Fスポーツ OBD診断済/4本新品タイヤ/専用革シート,264万円,2015(H27),4.5万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:57.061873,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,350 Fスポーツ サンルーフ/ドラレコ/KUHLエアロ&ホイール,299万円,2015(H27),6.2万km,なし,フロアMTモード付8AT,3500CC,2025-06-17T12:22:57.062921,https://www.carsensor.net/usedcar/bLE/s015/index2.html
RC,情報なし,300h Fスポーツ ナビTV革SR BSM クリソナプリクラッシュ,320万円,2016(H28),5.2万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.768866,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300 Fスポーツ LSS+ 黒革 Mルーフ 3眼LED 2年保証,437.9万円,2019(R01),4.4万km,なし,フロア8AT,2000CC,2025-06-17T12:22:58.770011,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h Fスポーツ 衝突回避システム　ナビ　レーダークルーズ,398.6万円,2018(H30),3.6万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.771127,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h Fスポーツ TRDエアロ&マフラー 赤革 Lダウン 2年保証,388万円,2015(H27),3.9万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.772174,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h 純正ナビ 車高調 社外マフラー 純正17AW,269.8万円,2017(H29),5.1万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.773214,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,200t バージョンL マークレビンソン 純正ナビ 衝突軽減 ETC,224.9万円,2015(H27),5.4万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:58.774258,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h バージョンL 3眼LED　黒革　19インチAW　ETC　Bカメラ,388万円,2020(R02),3.1万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.775759,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,200t Fスポーツ マークレビンソン ナビ バックカメラ ETC,224.9万円,2016(H28),8.5万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:58.777115,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h Fスポーツ 衝突軽減/サンルーフ/レーダークルーズ,239.9万円,2018(H30),13万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.778659,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,200t バージョンL サンルーフ純正ナビBカメ黒革シート純正AW,299.9万円,2016(H28),1.6万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:58.780822,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h バージョンL 本革 衝突軽減 禁煙車 純正ナビ Bカメラ,250.1万円,2015(H27),6.2万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.781825,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h Fスポーツ 純正ナビ/バックカメラ/Bluetooth/フルセグ,244.9万円,2015(H27),7.9万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.782866,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300 Fスポーツ 後期 マークレビンソン PCS ACC BSM ETC,395.8万円,2019(H31),1.6万km,なし,フロアMTモード付8AT,2000CC,2025-06-17T12:22:58.783905,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,300h 純正ナビ Bカメ ビルドインETC サンルーフ,269.8万円,2017(H29),7.4万km,なし,フロアMTモード付CVT,2500CC,2025-06-17T12:22:58.784945,https://www.carsensor.net/usedcar/bLE/s015/index3.html
RC,情報なし,350 バージョンL サンルーフ 純正ナビ フルセグ Bカメラ,214万円,2015(H27),12万km,なし,フロア8AT,3500CC,2025-06-17T12:22:58.785987,https://www.carsensor.net/usedcar/bLE/s015/index3.html
